"species","candidate_1_path","candidate_2_path","candidate_3_path","candidate_4_path","candidate_5_path","candidate_6_path","candidate_7_path","candidate_1_confidence","candidate_1_kind","candidate_1_locator","candidate_1_resolution_px","candidate_1_use","candidate_1_association_basis","candidate_1_inspection_reference","candidate_1_sha256","candidate_2_confidence","candidate_2_kind","candidate_2_locator","candidate_2_resolution_px","candidate_2_use","candidate_2_association_basis","candidate_2_inspection_reference","candidate_2_sha256","candidate_3_confidence","candidate_3_kind","candidate_3_locator","candidate_3_resolution_px","candidate_3_use","candidate_3_association_basis","candidate_3_inspection_reference","candidate_3_sha256","candidate_4_confidence","candidate_4_kind","candidate_4_locator","candidate_4_resolution_px","candidate_4_use","candidate_4_association_basis","candidate_4_inspection_reference","candidate_4_sha256","candidate_5_confidence","candidate_5_kind","candidate_5_locator","candidate_5_resolution_px","candidate_5_use","candidate_5_association_basis","candidate_5_inspection_reference","candidate_5_sha256","candidate_6_confidence","candidate_6_kind","candidate_6_locator","candidate_6_resolution_px","candidate_6_use","candidate_6_association_basis","candidate_6_inspection_reference","candidate_6_sha256","candidate_7_confidence","candidate_7_kind","candidate_7_locator","candidate_7_resolution_px","candidate_7_use","candidate_7_association_basis","candidate_7_inspection_reference","candidate_7_sha256","current_gallery_entries","current_plant_photographs","current_maps","outcome","review_notes","account_id","source_collection_count","source_quality_recovery_path","source_quality_recovery_locator"
"Acacia mimula","/Volumes/Crucial X10/HD/AA NATIVE PLANTS OF NA 2021/FINAL FULL DRAFT/PROOF Native Plants of N Australia-PDF.pdf","","","","","","","A","book image","PDF page 95; printed page 94; page-object index 2 (zero-based)","566x571","low-resolution fallback","Photograph positioned with the authored species account in the book proof.","B-p95-o2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","0","Book addition only","Loose shortlist consists of further cream-flower compositions, with no obvious new organ. Older book includes a small pod inset; consider only if its resolution is adequate.","plant-caab754295848b23","6","",""
"Acacia mountfordiae","/Volumes/Crucial X10/SD/# A A A A NPNA 2026 NEW PHOTOS/WILLIE BURGESS Plants of the nt photos/Fabaceae Acacia Erythrina Jacksonia Albizia Bossiaea Caseapinia Cathormion Erythrophleum Jacksonia Millettia Mucuna Senna Sesbania  Sophora Tamarindus/Acacia/Acacia mountfordiae 6045.JPG","/Volumes/Crucial X10/HD/AA NATIVE PLANTS OF NA 2021/FINAL FULL DRAFT/PROOF Native Plants of N Australia-PDF.pdf","","","","","","A","loose photograph","","5472x3648","gallery option","Species named in the filename.","E025-02","9a42bfb372b225793ddf78ffe577ec229447c8ae99b1e0f077d68ec3380c2f94","A","book image","PDF page 95; printed page 94; page-object index 1 (zero-based)","566x574","low-resolution fallback","Photograph positioned with the authored species account in the book proof.","B-p95-o1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","0","Supported loose additions","Most loose frames repeat flowers. A wider flowering branch and the older pod inset are the main alternatives.","plant-90d453e61d7dc548","8","",""
"Acacia multisiliqua","/Volumes/Crucial X10/SD/A A A/Acacia multisiliqua, garden 23.3.25, Bunnings 5.5.25/P1050942.JPG","/Volumes/Crucial X10/SD/A A A/Acacia multisiliqua, garden 23.3.25, Bunnings 5.5.25/P1000847.JPG","","","","","","B","loose photograph","","4864x3648","gallery option","Association through the named source folder or historical-name trail.","E026-06","eb3e4d7c5b0d94cfccdf82c8cd256005dc4fbe9d19721ea4a041904a04670743","B","loose photograph","","4864x3648","gallery option","Association through the named source folder or historical-name trail.","E026-08","3171ea1c9c0724fe9aefed7e6c882089406895c3b70667dae8a9e72d5112e8f0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","0","Supported loose additions","Whole low plant/foliage offers context. The remaining shortlist repeats flowers or mature pods already covered. Additional sequence has a close hanging dark pod.","plant-c381a6f454707209","7","",""
"Acacia oncinocarpa","/Volumes/Crucial X10/HD/# COMPLETE NPNA NEW ED 2026/A. A. PHOTOS AND IMAGES/D. PLANT DESCRIPTIONS GENERA A-Z/AA/Acacia oncinocarpa (use 2022 fruit shot)/PICK/EXTRA/Acacia oncinocarpa in habitat.IM.jpg","/Volumes/Crucial X10/HD/# COMPLETE NPNA NEW ED 2026/A. A. PHOTOS AND IMAGES/B. PLANT COMMUNITIES/B. LOWLAND HABITATS/Acacia oncinocarpa with open eucalypt - corymbia woodland.IM.a.jpg","/Volumes/Crucial X10/HD/AA NATIVE PLANTS OF NA 2021/FINAL FULL DRAFT/PROOF Native Plants of N Australia-PDF.pdf","","","","","A","loose photograph","","4000x2248","gallery option","Species named in the filename.","E027-01","64e98930cb60240cfc65747c835d93f15b8ab0cd6c5febc9ce90f5885b1d8ae5","A","loose photograph","","1798x2248","gallery option","Species named in the filename.","E027-05","3530a3d5751a9c050b08feef3d391ae3b3d376cbb9ad7022cd5781da39d2824c","A","book image","PDF page 98; printed page 97; page-object index 2 (zero-based)","567x569","low-resolution fallback","Photograph positioned with the authored species account in the book proof.","B-p98-o2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","0","Supported loose additions","Whole-plant architecture is useful; choose one of the two habit views. Book adds a small pod inset.","plant-41bd06494c544425","16","",""
"Acacia pellita","/Volumes/Crucial X10/SD/# A A A A NPNA 2026 NEW PHOTOS/WILLIE BURGESS Plants of the nt photos/A Invertebrates of the nt photos/Acacia pellita with caterpiller 4037.JPG","/Volumes/Crucial X10/HD/# COMPLETE NPNA NEW ED 2026/A. A. PHOTOS AND IMAGES/D. PLANT DESCRIPTIONS GENERA A-Z/AA/Acacia pellita/PICK/EXTRA/Acacia pellita.958.a.JPG","","","","","","A","loose photograph","","5472x3648","gallery option","Species named in the filename.","E028-06","77dbdb7cf741a3d3b7c99033a8c14ce5299378e652c6916087b67fd7dc5a6f95","A","loose photograph","","2900x1631","gallery option","Species named in the filename.","E028-02","bead48c3aa678653869dfa4f24993412f046b270fcd07bbf0be27ab01c0b6027","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","0","Supported loose additions","Leaf-associated insect and wider branching/foliage view offer complementary context. Most flower crops repeat the current photograph.","plant-6dd684fbc020b7f1","7","",""
"Acacia platycarpa","/Volumes/Crucial X10/HD/AA NATIVE PLANTS OF NA 2021/FINAL FULL DRAFT/PROOF Native Plants of N Australia-PDF.pdf","/Volumes/Crucial X10/SD/A A A/Acacia platycarpa/P1020158.JPG","/Volumes/Crucial X10/SD/A A A/Acacia platycarpa/P1200374.JPG","/Volumes/Crucial X10/SD/A A A/Acacia platycarpa/P1020161.JPG","","","","A","book image","PDF page 99; printed page 98; page-object index 2 (zero-based)","566x578","low-resolution fallback","Photograph positioned with the authored species account in the book proof.","B-p99-o2","","B","loose photograph","","4864x3648","gallery option","Association through the named source folder or historical-name trail.","E029-05","f476b4fedad02a650969d2b04705d6e03a449c35193393f77ae7d5c7fd7c6de1","B","loose photograph","","4000x3000","gallery option","Association through the named source folder or historical-name trail.","E029-06","47fade9c35ad21fda959130ddeaa328ce4668339f39a1195941fac0cf075f81e","B","loose photograph","","4864x3648","gallery option","Association through the named source folder or historical-name trail.","E029-08","af6ce1831ffac9e54f6bc06f61cfaf7c41492d4f935cbc4ade7406bc057f75fd","","","","","","","","","","","","","","","","","","","","","","","","","3","3","0","Supported loose additions","Adult-tree habit and small/young plant are useful leads; the older flowering stand and pod inset are additional modest-resolution options. Additional sequence shows branching trunk architecture.","plant-cdc73ba901b70e98","7","",""
"Acacia plectocarpa","/Volumes/Crucial X10/SD/# A A A A NPNA 2026 NEW PHOTOS/WILLIE BURGESS Plants of the nt photos/Fabaceae Acacia Erythrina Jacksonia Albizia Bossiaea Caseapinia Cathormion Erythrophleum Jacksonia Millettia Mucuna Senna Sesbania  Sophora Tamarindus/Acacia/Acacia plectocarpa 1950.JPG","/Volumes/Crucial X10/SD/A A A/Acacia sp poss plectocarpa (or torulosa) TBC reveg along Tig Brenn Dve 14.5.25/20250514_133248.jpg","","","","","","C","loose photograph","","5472x3648","identification-review lead","Species named in the filename; Byte-identical image also labelled for Acacia leptocarpa; resolve competing allocation.","E030-05","804cc52360c8ccff99af8ea56ca687d1b782e1ac62aeeb726f02112c3116e204","C","loose photograph","","4000x3000","identification-review lead","Association through the named source folder or historical-name trail; Source explicitly uncertain or a mixed/incorrectly labelled collection.","E030-10","82b3264c98ed1ada29d3bed0e29214faf873ea50f0cacad24a5b944aeb55f443","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","0","Uncertain loose leads only","Broader flowering crown is the main addition; further flowers and the older pod photograph largely repeat current coverage. Additional bark view is available but shares the uncertain source naming.","plant-85f8eef7ae2ae449","10","",""
"Acacia praelongata","/Volumes/Crucial X10/SD/# A A A A NPNA 2026 NEW PHOTOS/WILLIE BURGESS Plants of the nt photos/Fabaceae Acacia Erythrina Jacksonia Albizia Bossiaea Caseapinia Cathormion Erythrophleum Jacksonia Millettia Mucuna Senna Sesbania  Sophora Tamarindus/Acacia/Acacia praelongata 5567.JPG","/Volumes/Crucial X10/HD/AA NATIVE PLANTS OF NA 2021/FINAL FULL DRAFT/PROOF Native Plants of N Australia-PDF.pdf","","","","","","A","loose photograph","","5472x3648","gallery option","Species named in the filename.","E031-03","0c8981de1395460a9a369d8511a619ea100e0b17a8b97ec3a9991092af9066a2","A","book image","PDF page 100; printed page 99; page-object index 2 (zero-based)","387x570","low-resolution fallback","Photograph positioned with the authored species account in the book proof.","B-p100-o2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","0","Supported loose additions","Trunk in habitat adds context and the older book offers red pods, absent from the current gallery.","plant-011b9948e9fe0d22","17","",""
"Acacia producta","/Volumes/Crucial X10/HD/AA NATIVE PLANTS OF NA 2021/FINAL FULL DRAFT/PROOF Native Plants of N Australia-PDF.pdf","","","","","","","A","book image","PDF page 100; printed page 99; page-object index 1 (zero-based)","567x394","low-resolution fallback","Photograph positioned with the authored species account in the book proof.","B-p100-o1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","0","Book addition only","Three loose candidates repeat the present flower subjects. Only the older photograph offers a different wider flowering composition, with limited added identification value.","plant-8f37911bce6e4877","6","",""
"Acacia retivenea subsp. retivenea","/Volumes/Crucial X10/HD/# COMPLETE NPNA NEW ED 2026/A. A. PHOTOS AND IMAGES/D. PLANT DESCRIPTIONS GENERA A-Z/AA/Acacia retivenea subsp. retivenea (NEW)/PICK/1.a Acacia retivenea.2419.WB.c.JPG","/Volumes/Crucial X10/SD/# A A A A NPNA 2026 NEW PHOTOS/WILLIE BURGESS Plants of the nt photos/Fabaceae Acacia Erythrina Jacksonia Albizia Bossiaea Caseapinia Cathormion Erythrophleum Jacksonia Millettia Mucuna Senna Sesbania  Sophora Tamarindus/Acacia/Acacia retivenea 2415.JPG","/Volumes/Crucial X10/SD/# A A COMPLETED/Acacia retivenea subsp. retivenea/Cricket Grasshopper on Acacia retivenia/P1200775.JPG","","","","","A","loose photograph","","1289x1612","gallery option","Species named in the filename.","E033-02","2ae58108ed68a60f484c4a525df2370849b873d5705eed3e9aa67e8700f9f8f9","B","loose photograph","","5472x3648","gallery option","Species named in the filename; Full subspecies/variety not established: retain the source species-level caption.","E033-06","e1250abc965839fc52476e26dbfea34d33ece65b9274994c647f541b5f234044","B","loose photograph","","4000x3000","gallery option","Association through the named source folder or historical-name trail; Name spelling, abbreviation or historical combination needs retaining in provenance.","E033-09","5dcae5cbce5db2e178882b7dadc9ce7bad6d63341c6d155aae76e721ed3dab12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","0","Supported loose additions","Wider habit and flowering branch can add scale; preserve species-level labelling where the source omits the subspecies. The pod candidate repeats the current pod subject. Additional sequence has a useful opened pod close-up; species-only name does not establish subspecies.","plant-18056e37ae78e94f","14","",""
"Acacia sericoflora","/Volumes/Crucial X10/HD/AA NATIVE PLANTS OF NA 2021/FINAL FULL DRAFT/PROOF Native Plants of N Australia-PDF.pdf","","","","","","","A","book image","PDF page 101; printed page 100; page-object index 3 (zero-based)","566x572","low-resolution fallback","Photograph positioned with the authored species account in the book proof.","B-p101-o3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","0","Book addition only","Only exact current loose photographs were found. Older book has a wider flowering-leaf composition and a tiny pod inset; modest expansion rather than new high-resolution originals.","plant-0c5c2a4c6645d65a","2","",""
"Acacia shirleyi","/Volumes/Crucial X10/HD/AA NATIVE PLANTS OF NA 2021/FINAL FULL DRAFT/PROOF Native Plants of N Australia-PDF.pdf","/Volumes/Crucial X10/HD/AA NATIVE PLANTS OF NA 2021/FINAL FULL DRAFT/PROOF Native Plants of N Australia-PDF.pdf","","","","","","A","book image","PDF page 101; printed page 100; page-object index 1 (zero-based)","393x373","low-resolution fallback","Photograph positioned with the authored species account in the book proof.","B-p101-o1","","A","book image","PDF page 101; printed page 100; page-object index 107 (zero-based)","391x265","low-resolution fallback","Photograph positioned with the authored species account in the book proof.","B-p101-o107","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","Book addition only","No new loose files, but the older book offers flower detail and a flowering stand, both useful alongside the current non-flowering stand.","plant-7150102f2cc2533a","2","",""
"Acacia simsii","/Volumes/Crucial X10/SD/A A A/Acacia simsii/_1090916 Acacia simsii.JPG","/Volumes/Crucial X10/SD/# A A A A NPNA 2026 NEW PHOTOS/WILLIE BURGESS Plants of the nt photos/Fabaceae Acacia Erythrina Jacksonia Albizia Bossiaea Caseapinia Cathormion Erythrophleum Jacksonia Millettia Mucuna Senna Sesbania  Sophora Tamarindus/Acacia/acacia simsii 1.JPG","/Volumes/Crucial X10/SD/A A A/Acacia simsii/P1020211.JPG","","","","","A","loose photograph","","4000x3000","gallery option","Species named in the filename.","E036-04","5909b4665eb66fef0ec7a73e43efa2d36b8b7abd1004bcd0b35a4f8eb0e3a23e","A","loose photograph","","5472x3648","gallery option","Species named in the filename.","E036-05","2caa39bcff7e7440686418f813b0980712f0d0f571ab8d431b77d237c12fe66b","B","loose photograph","","4864x3648","gallery option","Association through the named source folder or historical-name trail.","E036-11","19ceaf95cd86d6af78e1a3bdd2cde91282b62cd22c12f2485199bbc76adf10d7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","0","Supported loose additions","Foliage/habit and a wider flowering branch give context. Close pods and flowers largely repeat the existing two subjects. Additional sequence has hanging opened dry pods.","plant-05df71f0cefade43","14","",""
"Acacia sublanata","/Volumes/Crucial X10/SD/A A A/Acacia sublanata/Acacia sublanata Croc Creek Yampi #IM.jpg","/Volumes/Crucial X10/SD/A A A/Acacia sublanata/Djawumbu Acacia sublanata 2 #IM.jpg","/Volumes/Crucial X10/SD/# A A A A NPNA 2026 NEW PHOTOS/WILLIE BURGESS Plants of the nt photos/Fabaceae Acacia Erythrina Jacksonia Albizia Bossiaea Caseapinia Cathormion Erythrophleum Jacksonia Millettia Mucuna Senna Sesbania  Sophora Tamarindus/Acacia/Acacia sublanata 3499.JPG","","","","","A","loose photograph","","3648x2736","gallery option","Species named in the filename.","E037-03","e99df3e4928925a9e7c59780c84549dea281f5c2454929022df667351e017c99","A","loose photograph","","3648x2736","gallery option","Species named in the filename.","E037-05","b0729e2655247d20c5d0a0d668f22bbd5b0547ee5252fc86cf79b14f8fb0293f","A","loose photograph","","3648x2736","gallery option","Species named in the filename.","E037-06","e6507b13857cf220a3e039db4f31d1d010331f9a2271ea174d54442568d9069a","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","0","Supported loose additions","Branch architecture, flowering habitat and the sparse spine-like foliage view offer more than alternate crops of the close flower.","plant-fc9a9c7191996b13","7","",""
